,wav_file,sentence_number,word,silence_length,speech_rate,voice,condition,pronounced_item,word_numbers,depth,opening_nodes,closing_nodes,relative_depth,tree_segment,indices,file
66,0.0,6,like,0.553,190,Samantha,sentence,1,12,12,2,1,-2,(PP-PR(INlike),"(1, 0, 1, 1, 1, 2, 1, 1, 1, 1, 0, 0)",cable_spool_fort.mrg
67,0.0,6,a,0.553,190,Samantha,sentence,1,13,14,3,1,0,(N(NP(DTa),"(1, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 0, 0)",cable_spool_fort.mrg
68,0.0,6,dirty,0.553,190,Samantha,sentence,1,14,14,1,1,0,(JJdirty),"(1, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 0)",cable_spool_fort.mrg
69,0.0,6,lump,0.553,190,Samantha,sentence,1,15,14,1,2,0,(NNlump)),"(1, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 2, 0)",cable_spool_fort.mrg
70,0.0,6,of,0.553,190,Samantha,sentence,1,16,14,2,1,-1,(PP(INof),"(1, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 0)",cable_spool_fort.mrg
71,0.0,6,chalk,0.553,190,Samantha,sentence,1,17,15,2,13,12,(NP(NNchalk))))))))))))),"(1, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0)",cable_spool_fort.mrg
72,0.0,6,and,0.553,190,Samantha,sentence,1,18,3,1,1,-1,(CCand),"(1, 1, 0)",cable_spool_fort.mrg
73,0.0,6,handed,0.553,190,Samantha,sentence,1,19,4,2,1,-1,(VP(VBDhanded),"(1, 2, 0, 0)",cable_spool_fort.mrg
74,0.0,6,it,0.553,190,Samantha,sentence,1,20,5,2,2,0,(NP(PRPit)),"(1, 2, 1, 0, 0)",cable_spool_fort.mrg
75,0.0,6,to,0.553,190,Samantha,sentence,1,21,5,2,1,-1,(PP-DTV(INto),"(1, 2, 2, 0, 0)",cable_spool_fort.mrg
76,0.0,6,Chad,0.553,190,Samantha,sentence,1,22,6,2,5,4,(NP(NNPChad))))),"(1, 2, 2, 1, 0, 0)",cable_spool_fort.mrg
77,0.0,6,.,0.553,190,Samantha,sentence,0,22,2,1,2,-1,(..)),"(2, 0)",cable_spool_fort.mrg
78,0.0,7,Chad,0.566,190,Samantha,sentence,1,0,3,3,2,0,((NP-SBJ(NNPChad)),"(0, 0, 0)",cable_spool_fort.mrg
79,0.0,7,took,0.566,190,Samantha,sentence,1,1,3,2,1,-1,(V(VBDtook),"(1, 0, 0)",cable_spool_fort.mrg
80,0.0,7,the,0.566,190,Samantha,sentence,1,2,4,2,1,0,(NP(DTthe),"(1, 1, 0, 0)",cable_spool_fort.mrg
81,0.0,7,rock,0.566,190,Samantha,sentence,1,3,4,1,2,0,(NNrock)),"(1, 1, 1, 0)",cable_spool_fort.mrg
82,0.0,7,with,0.566,190,Samantha,sentence,1,4,4,2,1,-1,(PP-MNR(INwith),"(1, 2, 0, 0)",cable_spool_fort.mrg
83,0.0,7,disgust,0.566,190,Samantha,sentence,1,5,5,2,3,1,(NP(NNdisgust))),"(1, 2, 1, 0, 0)",cable_spool_fort.mrg
84,0.0,7,as,0.566,190,Samantha,sentence,1,6,4,2,1,-2,(SBAR-TM(INas),"(1, 3, 0, 0)",cable_spool_fort.mrg
85,0.0,7,Roy,0.566,190,Samantha,sentence,1,7,6,3,2,0,((NP-SBJ(NNPRoy)),"(1, 3, 1, 0, 0, 0)",cable_spool_fort.mrg
86,0.0,7,returned,0.566,190,Samantha,sentence,1,8,6,2,1,-1,(V(VBDreturned),"(1, 3, 1, 1, 0, 0)",cable_spool_fort.mrg
87,0.0,7,to,0.566,190,Samantha,sentence,1,9,7,2,1,-2,(P(INto),"(1, 3, 1, 1, 1, 0, 0)",cable_spool_fort.mrg
88,0.0,7,*PRO*,0.566,190,Samantha,sentence,1,9,9,3,2,0,(S-NO(NP-SBJ(-NONE-*PRO*)),"(1, 3, 1, 1, 1, 1, 0, 0, 0)",cable_spool_fort.mrg
89,0.0,7,staring,0.566,190,Samantha,sentence,1,10,9,2,1,-1,(V(VBGstaring),"(1, 3, 1, 1, 1, 1, 1, 0, 0)",cable_spool_fort.mrg
90,0.0,7,at,0.566,190,Samantha,sentence,1,11,10,2,1,-1,(PP-CLR(INat),"(1, 3, 1, 1, 1, 1, 1, 1, 0, 0)",cable_spool_fort.mrg
91,0.0,7,his,0.566,190,Samantha,sentence,1,12,11,2,1,0,(NP(PRP$his),"(1, 3, 1, 1, 1, 1, 1, 1, 1, 0, 0)",cable_spool_fort.mrg
92,0.0,7,shoes,0.566,190,Samantha,sentence,1,13,11,1,10,11,(NNSshoes)))))))))),"(1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 0)",cable_spool_fort.mrg
93,0.0,7,sempling,0.566,190,Samantha,pseudo_words,1,13,0,0,0,-2,,0,cable_spool_fort.mrg
94,0.0,7,.,0.566,190,Samantha,sentence,0,13,2,1,2,-2,(..)),"(2, 0)",cable_spool_fort.mrg
95,0.0,8,Chad,0.406,190,Samantha,sentence,1,0,4,4,2,0,((S(NP-SBJ(NNPChad)),"(0, 0, 0, 0)",cable_spool_fort.mrg
96,0.0,8,was,0.406,190,Samantha,sentence,1,1,4,2,1,-1,(VP(VBDwas),"(0, 1, 0, 0)",cable_spool_fort.mrg
97,0.0,8,six,0.406,190,Samantha,sentence,1,2,5,2,4,3,(ADJP-PRD(CDsix)))),"(0, 1, 1, 0, 0)",cable_spool_fort.mrg
98,0.0,8,",",0.406,190,Samantha,sentence,0,2,2,1,1,0,"(,,)","(1, 0)",cable_spool_fort.mrg
99,0.0,8,and,0.406,190,Samantha,sentence,1,3,2,1,1,-2,(CCand),"(2, 0)",cable_spool_fort.mrg
100,0.0,8,at,0.406,190,Samantha,sentence,1,4,4,3,1,-1,((PP(INat),"(3, 0, 0, 0)",cable_spool_fort.mrg
101,0.0,8,eight,0.406,190,Samantha,sentence,1,5,5,2,3,1,(NP(CDeight))),"(3, 0, 1, 0, 0)",cable_spool_fort.mrg
102,0.0,8,Roy,0.406,190,Samantha,sentence,1,6,4,2,2,0,(NP-SBJ(NNPRoy)),"(3, 1, 0, 0)",cable_spool_fort.mrg
103,0.0,8,should,0.406,190,Samantha,sentence,1,7,4,2,1,-1,(V(MDshould),"(3, 2, 0, 0)",cable_spool_fort.mrg
104,0.0,8,have,0.406,190,Samantha,sentence,1,8,5,2,1,5,(V(VBhave),"(3, 2, 1, 0, 0)",cable_spool_fort.mrg
105,0.0,8,rebute,0.406,190,Samantha,pseudo_words,1,8,0,0,0,-6,,0,cable_spool_fort.mrg
106,0.0,8,been,0.406,190,Samantha,sentence,1,9,6,2,1,-2,(V(VBNbeen),"(3, 2, 1, 1, 0, 0)",cable_spool_fort.mrg
107,0.0,8,teasing,0.406,190,Samantha,sentence,1,10,8,3,2,1,(V(VP(VBGteasing)),"(3, 2, 1, 1, 1, 0, 0, 0)",cable_spool_fort.mrg
108,0.0,8,or,0.406,190,Samantha,sentence,1,11,7,1,1,-1,(CCor),"(3, 2, 1, 1, 1, 1, 0)",cable_spool_fort.mrg
109,0.0,8,ordering,0.406,190,Samantha,sentence,1,12,8,2,1,-1,(V(VBGordering),"(3, 2, 1, 1, 1, 2, 0, 0)",cable_spool_fort.mrg
110,0.0,8,Chad,0.406,190,Samantha,sentence,1,13,9,2,2,0,(NP(NNPChad)),"(3, 2, 1, 1, 1, 2, 1, 0, 0)",cable_spool_fort.mrg
111,0.0,8,around,0.406,190,Samantha,sentence,1,14,9,2,3,2,(ADVP-DIR(RBaround))),"(3, 2, 1, 1, 1, 2, 2, 0, 0)",cable_spool_fort.mrg
112,0.0,8,or,0.406,190,Samantha,sentence,1,15,7,1,1,-1,(CCor),"(3, 2, 1, 1, 1, 3, 0)",cable_spool_fort.mrg
113,0.0,8,something,0.406,190,Samantha,sentence,1,16,8,2,7,6,(NP-ETC(NNsomething))))))),"(3, 2, 1, 1, 1, 4, 0, 0)",cable_spool_fort.mrg
114,0.0,8,.,0.406,190,Samantha,sentence,0,16,2,1,2,0,(..)),"(4, 0)",cable_spool_fort.mrg
115,0.0,9,But,0.824,190,Samantha,sentence,1,0,2,2,1,-1,((CCBut),"(0, 0)",cable_spool_fort.mrg
116,0.0,9,since,0.824,190,Samantha,sentence,1,1,3,2,1,-2,(PP-TM(INsince),"(1, 0, 0)",cable_spool_fort.mrg
117,0.0,9,his,0.824,190,Samantha,sentence,1,2,5,3,1,0,(N(NP(PRP$his),"(1, 1, 0, 0, 0)",cable_spool_fort.mrg
118,0.0,9,fall,0.824,190,Samantha,sentence,1,3,5,1,2,-2,(NNfall)),"(1, 1, 0, 1, 0)",cable_spool_fort.mrg
119,0.0,9,the,0.824,190,Samantha,sentence,1,4,7,4,1,0,(RRC(ADVP-TMP(NP(DTthe),"(1, 1, 1, 0, 0, 0, 0)",cable_spool_fort.mrg
120,0.0,9,year,0.824,190,Samantha,sentence,1,5,7,1,2,1,(NNyear)),"(1, 1, 1, 0, 0, 1, 0)",cable_spool_fort.mrg
121,0.0,9,before,0.824,190,Samantha,sentence,1,6,6,1,5,4,(RBbefore))))),"(1, 1, 1, 0, 1, 0)",cable_spool_fort.mrg
122,0.0,9,",",0.824,190,Samantha,sentence,0,6,2,1,1,-1,"(,,)","(2, 0)",cable_spool_fort.mrg
123,0.0,9,Roy,0.824,190,Samantha,sentence,1,7,3,2,2,0,(NP-SBJ(NNPRoy)),"(3, 0, 0)",cable_spool_fort.mrg
124,0.0,9,had,0.824,190,Samantha,sentence,1,8,3,2,1,-1,(V(VBDhad),"(4, 0, 0)",cable_spool_fort.mrg
125,0.0,9,been,0.824,190,Samantha,sentence,1,9,4,2,1,-2,(V(VBNbeen),"(4, 1, 0, 0)",cable_spool_fort.mrg
126,0.0,9,shuffling,0.824,190,Samantha,sentence,1,10,6,3,2,1,(V(VP(VBGshuffling)),"(4, 1, 1, 0, 0, 0)",cable_spool_fort.mrg
127,0.0,9,and,0.824,190,Samantha,sentence,1,11,5,1,1,-1,(CCand),"(4, 1, 1, 1, 0)",cable_spool_fort.mrg
128,0.0,9,doing,0.824,190,Samantha,sentence,1,12,6,2,1,-2,(V(VBGdoing),"(4, 1, 1, 2, 0, 0)",cable_spool_fort.mrg
129,0.0,9,what,0.824,190,Samantha,sentence,1,13,8,3,2,-1,(SBAR-NO(WHNP-1(WPwhat)),"(4, 1, 1, 2, 1, 0, 0, 0)",cable_spool_fort.mrg
130,0.0,9,he,0.824,190,Samantha,sentence,1,14,9,3,2,0,((NP-SBJ-2(PRPhe)),"(4, 1, 1, 2, 1, 1, 0, 0, 0)",cable_spool_fort.mrg
131,0.0,9,was,0.824,190,Samantha,sentence,1,15,9,2,1,-1,(V(VBDwas),"(4, 1, 1, 2, 1, 1, 1, 0, 0)",cable_spool_fort.mrg
132,0.0,9,told,0.824,190,Samantha,sentence,1,16,10,2,1,-1,(VP(VBNtold),"(4, 1, 1, 2, 1, 1, 1, 1, 0, 0)",cable_spool_fort.mrg
133,0.0,9,*-2,0.824,190,Samantha,sentence,1,16,11,2,2,0,(NP(-NONE-*-2)),"(4, 1, 1, 2, 1, 1, 1, 1, 1, 0, 0)",cable_spool_fort.mrg
134,0.0,9,*T*-1,0.824,190,Samantha,sentence,1,16,11,2,10,9,(NP(-NONE-*T*-1)))))))))),"(4, 1, 1, 2, 1, 1, 1, 1, 2, 0, 0)",cable_spool_fort.mrg
135,0.0,9,.,0.824,190,Samantha,sentence,0,16,2,1,2,-1,(..)),"(5, 0)",cable_spool_fort.mrg
136,0.0,10,Chad,0.556,190,Samantha,sentence,1,0,3,3,2,-1,((NP-SBJ(NNPChad)),"(0, 0, 0)",cable_spool_fort.mrg
137,0.0,10,strained,0.556,190,Samantha,sentence,1,1,4,3,2,1,(V(VP(VBDstrained)),"(1, 0, 0, 0)",cable_spool_fort.mrg
138,0.0,10,and,0.556,190,Samantha,sentence,1,2,3,1,1,-1,(CCand),"(1, 1, 0)",cable_spool_fort.mrg
139,0.0,10,pounded,0.556,190,Samantha,sentence,1,3,4,2,1,-1,(V(VBDpounded),"(1, 2, 0, 0)",cable_spool_fort.mrg
140,0.0,10,the,0.556,190,Samantha,sentence,1,4,5,2,1,0,(NP(DTthe),"(1, 2, 1, 0, 0)",cable_spool_fort.mrg
141,0.0,10,rock,0.556,190,Samantha,sentence,1,5,5,1,2,0,(NNrock)),"(1, 2, 1, 1, 0)",cable_spool_fort.mrg
142,0.0,10,into,0.556,190,Samantha,sentence,1,6,5,2,1,-1,(PP-TMP(INinto),"(1, 2, 2, 0, 0)",cable_spool_fort.mrg
143,0.0,10,the,0.556,190,Samantha,sentence,1,7,6,2,1,0,(NP(DTthe),"(1, 2, 2, 1, 0, 0)",cable_spool_fort.mrg
144,0.0,10,iron,0.556,190,Samantha,sentence,1,8,6,1,1,0,(NNiron),"(1, 2, 2, 1, 1, 0)",cable_spool_fort.mrg
145,0.0,10,hole,0.556,190,Samantha,sentence,1,9,6,1,3,1,(NNhole))),"(1, 2, 2, 1, 2, 0)",cable_spool_fort.mrg
146,0.0,10,until,0.556,190,Samantha,sentence,1,10,5,2,1,-2,(SBAR-TM(INuntil),"(1, 2, 3, 0, 0)",cable_spool_fort.mrg
147,0.0,10,he,0.556,190,Samantha,sentence,1,11,7,3,2,0,((NP-SBJ(PRPhe)),"(1, 2, 3, 1, 0, 0, 0)",cable_spool_fort.mrg
148,0.0,10,could,0.556,190,Samantha,sentence,1,12,7,2,1,-1,(VP(MDcould),"(1, 2, 3, 1, 1, 0, 0)",cable_spool_fort.mrg
149,0.0,10,smell,0.556,190,Samantha,sentence,1,13,8,2,1,-1,(VP(VBsmell),"(1, 2, 3, 1, 1, 1, 0, 0)",cable_spool_fort.mrg
150,0.0,10,the,0.556,190,Samantha,sentence,1,14,9,2,1,0,(NP(DTthe),"(1, 2, 3, 1, 1, 1, 1, 0, 0)",cable_spool_fort.mrg
151,0.0,10,dust,0.556,190,Samantha,sentence,1,15,9,1,8,7,(NNdust)))))))),"(1, 2, 3, 1, 1, 1, 1, 1, 0)",cable_spool_fort.mrg
152,0.0,10,.,0.556,190,Samantha,sentence,0,15,2,1,2,2,(..)),"(2, 0)",cable_spool_fort.mrg
153,0.0,11,several,0.142,190,Samantha,word_list,1,0,0,0,0,0,,0,cable_spool_fort.mrg
154,0.0,11,hated,0.142,190,Samantha,word_list,1,1,0,0,0,0,,0,cable_spool_fort.mrg
155,0.0,11,must,0.142,190,Samantha,word_list,1,2,0,0,0,0,,0,cable_spool_fort.mrg
156,0.0,11,staring,0.142,190,Samantha,word_list,1,3,0,0,0,0,,0,cable_spool_fort.mrg
157,0.0,11,brother,0.142,190,Samantha,word_list,1,4,0,0,0,0,,0,cable_spool_fort.mrg
158,0.0,11,after,0.142,190,Samantha,word_list,1,5,0,0,0,0,,0,cable_spool_fort.mrg
159,0.0,11,his,0.142,190,Samantha,word_list,1,6,0,0,0,0,,0,cable_spool_fort.mrg
160,0.0,11,weak,0.142,190,Samantha,word_list,1,7,0,0,0,0,,0,cable_spool_fort.mrg
161,0.0,11,not,0.142,190,Samantha,word_list,1,8,0,0,0,0,,0,cable_spool_fort.mrg
162,0.0,11,after,0.142,190,Samantha,word_list,1,9,0,0,0,0,,0,cable_spool_fort.mrg
163,0.0,11,tried,0.142,190,Samantha,word_list,1,10,0,0,0,0,,0,cable_spool_fort.mrg
164,0.0,11,prying,0.142,190,Samantha,word_list,1,11,0,0,0,0,,0,cable_spool_fort.mrg
165,0.0,11,two,0.142,190,Samantha,word_list,1,12,0,0,0,0,,0,cable_spool_fort.mrg
166,0.0,11,hadnt,0.142,190,Samantha,word_list,1,13,0,0,0,0,,0,cable_spool_fort.mrg
167,0.0,11,expression,0.142,190,Samantha,word_list,1,14,0,0,0,0,,0,cable_spool_fort.mrg
168,0.0,11,other,0.142,190,Samantha,word_list,1,15,0,0,0,0,,0,cable_spool_fort.mrg
169,0.0,11,mad,0.142,190,Samantha,word_list,1,16,0,0,0,0,,0,cable_spool_fort.mrg
170,0.0,11,think,0.142,190,Samantha,word_list,1,17,0,0,0,0,,0,cable_spool_fort.mrg
171,0.0,11,dust,0.142,190,Samantha,word_list,1,18,0,0,0,-3,,0,cable_spool_fort.mrg
172,0.0,12,It,0.447,190,Samantha,sentence,1,0,3,3,2,0,((NP-SBJ(PRPIt)),"(0, 0, 0)",cable_spool_fort.mrg
173,0.0,12,smelled,0.447,190,Samantha,sentence,1,1,3,2,1,-1,(VP(VBDsmelled),"(1, 0, 0)",cable_spool_fort.mrg
174,0.0,12,like,0.447,190,Samantha,sentence,1,2,4,2,1,-1,(PP-PRD(INlike),"(1, 1, 0, 0)",cable_spool_fort.mrg
175,0.0,12,first,0.447,190,Samantha,sentence,1,3,5,2,1,0,(NP(JJfirst),"(1, 1, 1, 0, 0)",cable_spool_fort.mrg
176,0.0,12,grade,0.447,190,Samantha,sentence,1,4,5,1,4,3,(NNgrade)))),"(1, 1, 1, 1, 0)",cable_spool_fort.mrg
177,0.0,12,.,0.447,190,Samantha,sentence,0,4,2,1,2,-1,(..)),"(2, 0)",cable_spool_fort.mrg
178,0.0,13,He,0.39,190,Samantha,sentence,1,0,3,3,2,0,((NP-SBJ(PRPHe)),"(0, 0, 0)",cable_spool_fort.mrg
